Universidad de Origen:;Título:;Nº referencia de la solicitud:;Tipo:;Apellidos y Nombre/ Persona Jurídica:;Nombre/ Persona Jurídica-C2:;Nombre y apellidos-C2:;Solicitada:;Fecha solicitud:;Denegada:;Concedida:;Nº BOPI /Asiento registral/Registro VV:;¿Abandonada?;Códigos CIP:;Breve Descripción/Resumen:;Palabras Clave:;Clasificación: (Códigos UNESCO);País/es de prioridad:;Área Nacional;Área Europea;Área PCT;Otros (especificar);Posible aplicación industrial;Especificar el nº de referencia;Observaciones;Estudio previo (si/no);Plan de comecialización (si/no);Plan de negocio (si/no);S/N;Posible aplicación industrial:;Observaciones:
Burgos;Adaptaciones de guiones solciales para plataforma android;BU-144-13;Registro de Propiedad intelectual;Alvaro Lara Cano, Enrique Mejías Izquierdo, Raúl Marticorena Sánchez, Pedro Luis Sánchez Ortega.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;18/09/2013;;;;;;app para guiones sociales;android;;;;;;;;;;Si;Si;NO;;Educaión;
Burgos;Slimphone: APP para control de dietas;BU-145-13;Registro de Propiedad intelectual;Diego García Martínez, Gonzalo García Miranda, Álvaro Herrero Cosío.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;18/09/2013;;;;;;aplicación para control de dietas ;control dietas;;;;;;;;;;Si;Si;NO;;Nutrición y dietética;
Burgos;Procedimiento de obtención de placas de yeso laminado con residuo de poliamida en polvo;P201300846;Patente;Lourdes Alameda Cuenca- Ronero, Verónica Calderón Carpintero, Sara Gutierrez Gonzalez, Angel Rodríguez Sáiz, Carlos Junco Petrement, Jesús Gadea Sáinz, Javier Garabito Líopez.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;16/09/2013;NO;SI;;;;"La presente invención se encuadra dentro del ámbito de los Nuevos Materiales de Construcción y del sector del Reciclado y Aprovechamiento de Desechos Industriales; centrándose en la preparación y fabricación de placas de yeso laminado aligerado, en la mezcla de yeso, agua y diferentes sustituciones de yeso por poliamida en polvo como residuo derivado de la industria, con la posible incorporación de fibras de refuerzo.";Reciclado materiales, yeso laminado;;ESPAÑA;SI;NO;NO;;;;;SI;NO;NO;;;NO LICENCIADA
Burgos;Procedimiento de obtención de morteros de cal con residuo de poliamida en polvo;P201300847;Patente;Raquel Arroyo Sanz, Verónica Calderón Carpintero, Sara Gutierrez Gonzalez, Angel Rodríguez Sáiz, Carlos Junco Petrement, Jesús Gadea Sáinz.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;16/09/2013;NO;SI;;;;"La presente invención se encuadra dentro del ámbito de los Nuevos Materiales de Construcción y del sector del Reciclado y Aprovechamiento de Desechos Industriales; centrándose en la preparación y fabricación de morteros de cal con poliamida reciclada en polvo, en la mezcla de cal, árido, agua y diferentes sustituciones de cal por poliamida en polvo como residuo derivado de la industria.";Poliamida, morteros;;ESPAÑA;SI;NO;NO;;;;;SI;NO;NO;;;NO LICENCIADA
Burgos;Realidad Aumentada en Android: Arquiz;BU-146-13;Registro de Propiedad intelectual;Juan Miguel López Vallejo, Javier Páramo Martín, Pedro Luis Sánchez Ortega.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;15/09/2013;;;;;;Utilización realidad aumentada;realidad aumentada;;;;;;;;;;Si;Si;NO;;Fisioterapia;
Burgos;Método implementado por ordenador para obtener las orientaciones de fibras dentro de materiales compuestos usando exploración por tomografía computarizada. Computer Implemented Method to obtain the orientations of fibers inside composite materials using computed tomography scan;PCT/EP2013/067219 P201690013;Patente;Miguel Ángel Vicente Cabrera, Dorys Carmen González Cabrera, Jesús Mínguez Algarra.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;19/08/2013;NO;SI;;;;Método directo automatizado para evaluar de forma exacta las orientaciones de los componentes fibrosos o filamentos contenidos en un material compuesto a partir del post-procesado de imágenes escaneadas mediante rayos X tomografía computerizada (CT).;tomografia axial ;;ESPAÑA;NO;NO;SI;;;;;SI;NO;NO;;;NO LICENCIADA
Burgos;Dispositivo de sujeción de probetas miniatura entalladas para ensayo de punzonado;U201300700;Modelo de utilidad;Isidoro Iván Cuesta Segura, Jesús Manuel Alegre Calderón, Miriam Lorenzo Bañuelos.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;05/08/2013;NO;SI;;;;Dispositivo de sujeción mediante matrices para el ensayo de probetas miniatura de punzonado entalladas, el cual ha sido concebido y realizado para que el posicionamiento de la probeta miniatura se realice con suma eficacia, de manera rápida y sencilla en orden a favorecer que la entalla de la probeta y el eje del punzón sean coplanares.;ensayo materiales;;ESPAÑA;SI;NO;NO;;;;;SI;NO;NO;;;NO LICENCIADA
Burgos;Procedimiento para la reducción catalítica de compuestos nitroaromáticos;P201100596;Patente;Roberto Sanz Díez, Manuel Angel Fernández Rodriguez, Rubén Rubio Presa, Patricia García García, Nuria García Bartolomé, Francisco Javier Arnáiz García, Maria Remedios Pedrosa Sáez.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;05/07/2013;NO;SI;NO TIENE;NO;PENDIENTE;"La presente invención se refiere a un procedimiento para la reducción catalítica de compuestos orgánicos que incluyen un grupo funcional nitro a compuestos que incluyen un grupo funcional amino mediante la utilización de pinacol (2,3-dimetil-2,3-butanodiol) como agente reductor en presencia de un catalizador de molibdeno (VI), en un disolvente orgánico, a presión atmosférica o superior y a una temperatura entre 110-150 ºC, generando como principales subproductos agua y acetona.

";Reducción, grupo nitro, nitroareno, amina, anilina, pinacol.;;ESPAÑA;SI;;;;;;;SI;NO;NO;;Industria Química;NO LICENCIADA
Burgos;Procedimiento para el control de la dieta alimentaria y dispositivo para llevar a cabo el mismo;P201300591;Patente;Jose María Trejo Gabriel y Galán.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;24/06/2013;NO;SI;;;;Procedimiento para el control de la dieta ali-mentaria mediante una báscula de alimentos, un disposi-tivo móvil con pantalla, una base de datos de alimentos y recetas, y una aplicación, estando la base de datos y la aplicación instalados en el dispositivo móvil, en el que se procede a la introducción de los datos antropomé-tricos del usuario en la aplicación, cálculo de varias dietas, conexión entre la báscula y el dispositivo móvil, pesaje de un alimento, selección y registro del mismo, conversión del peso en un parámetro a consumir, cálculo del valor del parámetro permitido, comparación en un periodo de tiempo entre el valor del parámetro permitido con el valor consumido, aviso por la aplica-ción del resultado de la comparación, de manera que permite personalizar y controlar la dieta según se cumplen unos objetivos en un periodo, así como el dispo-sitivo para llevar a cabo dicho procedimiento, siendo todo ello portable.;dispositivo móvil;;;SI;NO;NO;;;;;SI;NO;NO;;;LICENCIADA
Burgos;Proceso para la producción de enmienda edáfica de algas e instalación diseñada para tal fin;P201330932;Patente;Carlos Rad Moradillo, Jorge Miñon Martínez, Luis Manuel Navas Gracias.;"UBU 50%
VALLADOLID 50%";"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;20/06/2013;NO;SI;;;;La invención se encuadra en el sector técnico de los procesos de obtención de sustancias bioestimulantes para el crecimiento de cultivos, más concretamente en sustancias compuestas por algas y nutrientes procedentes de residuos. ;tratamiento, algas, residuos;;;SI;NO;NO;;;;;SI;NO;NO;;Tratamiento efluentes; LICENCIADA
Burgos;Cross-linked aramid;PCT/EP2013/062824;Patente;Jose Miguel García Perez, Félix Clemente García García, Pedro Antonio Estévez Bolívar, Miriam Trigo López, Ramón Ferrer Rullán, Saúl Vallejos Calzada, Felipe Serna Arenas, Jose Luis De la Peña Albillos.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;20/06/2013;NO;SI;;;;"The new cross-linked aramid polymers of the invention have shown improved
properties, in particular, electrical insulation, thermal, stability, and/or
mechanical properties while maintaining ease of processing. Further, the
properties shown by the new cross-linked aramids of the invention render the
20 product especially suitable for advanced technological applications.";;;ESPAÑA;NO;NO;SI;ESPAÑA, HOLANDA, ALEMANIA, CHIINA Y EEUU. ;;;;SI;NO;NO;;;LICENCIADA
Burgos;Sensor colorímetro de hierro en medios acuosos y biológicos, como aguas industriales, vino y sangre;P201300575;Patente;Jose Miguel García Perez, Félix Clemente García García, Maria Asunción Muñoz Santamaría, Miriam Trigo López, Jesús Luis Pablos Lagartos, Saúl Vallejos Calzada, Felipe Serna Arenas.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;18/06/2013;NO;SI;;;;La presente invención se relaciona con la preparación de nuevos monómeros vinílicos que actúan como sensores colorimétricos de hierro en distintos medios, tales como aguas industriales, sangre y vino;sensores químicos;;;SI;NO;NO;;;;;SI;NO;NO;;sensores sólidos colorimétricos de hierro en medios acuosos.; LICENCIADA
Burgos;Pagina Web radiation damage database initiative for nuclear materials;BU-85-13;Registro de Propiedad intelectual;Santiago Cuesta López, Ekhi Arroyo Fernández de la Leceta, Oscar Tapia Judez.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;17/06/2013;;;;;;;;;;;;;;;;;;;;;;
Burgos;Radiation damage database initiative for nuclear materials;BU-87-13;Registro de Propiedad intelectual;Santiago Cuesta López, Ekhi Arroyo Fernández de la Leceta.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;17/06/2013;;;;;;;;;;;;;;;;;;;;;;
Burgos;Pagina Web Multinanomat. New nanotechnologic based materials multiscale modelling and experimental validation network; - ;Registro de Propiedad intelectual;.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;17/06/2013;;;;;;;;;;;;;;;;;;;;;;
Burgos;Sazonador de origen vegetal con propiedades conservantes, sustitutivo de la sal, y procedimiento de obtención del mismo;P201300555;Patente;Mª Luisa González San José, Javier Garcia Lomillo, Raquel Del Pino García, Pilar Muñiz Rodríguez, Mª Dolores Rivero Pérez.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;12/06/2013;NO;SI;;;;La presente invención consiste en un producto en polvo derivado directamente de los residuos de vinificación (orujos) que puede ser usado por la industria alimentaria como sustituto de la sal por sus propiedades sensoriales (sabor) y conservantes (especialmente antimicrobianas), así como su procedimiento de obtención;Alimentación, sazonador;;;SI;NO;NO;;;;;SI;NO;NO;;Sector alimentación ;NO LICENCIADA
Burgos;Dispositivo Electródico para la detección de sulfitos, procedimiento de fabricación y uso de dicho dispositivo;P201300554;Patente;Mª Julia Arcos Martínez, Arrate Jaureguibeitia, Begoña Molinero Abad, Olga Domínguez-Renedo, Mª Asunción Alonso-Lomillo*.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;12/06/2013;NO;SI;;;;La invención se refiere al diseño, construcción y procedimiento de utilización de un sistema de tres electrodos (un electrodo de trabajo posteriormente modificado con la inmovilización de un y una enzima, uno de referencia y otro auxiliar) desechables serigrafiados en un soporte de poliéster (PET) cuya disposición espacial permita el rápido análisis ?in situ? de pequeños volúmenes de muestra por técnicas electroquímicas. ;Sensor químico;;;SI;NO;NO;;;;;SI;NO;NO;;Tratamiento de resíduos urbanos;LICENCIADA
Burgos;Procedimiento para el tratamiento anaerobio de fluidos residuales orgánicos que contengan aceites y grasas;P201300542;Patente;Victorino Díez Blanco, Cipriano Ramos Rodriguez, Jose Luis Cabezas Juan.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";;07/06/2013;NO;SI;;;;dispositivo anaerobio de flujo ascendente combinado con una unidad de filtración en serie en la que se utilizan módulos de membranas sumergidas para la separación del agua tratada con retorno de la biomasa y materiales no digeridos del fluido residual al reactor anaerobio.;residuos, anaerobio;;;SI;NO;NO;;;;;SI;NO;NO;;tratamiento de resíduos; LICENCIADA
Burgos;Procedimiento de obtención de placas de yeso laminado aligeradas con residuo de espuma de poliuretano;P201300464;Patente;Sara Gutierrez González, Lourdes Alameda Cuenca- Romero, Verónica Calderón Carpintero, Angel Rodriguez Saiz, Jesus Gadea Sainz, Carlos Junco Petrement, Javier Garabito López.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;17/05/2013;NO;SI;;;;;;;;;;;;;;;;;;;;
Burgos;Radamat-foam. Radiation damage in materials for openfoam;BU-59-13;Registro de Propiedad intelectual;Santiago Cuesta López, Jorge Fradera Fernández, Ekhi Arroyo Fernández de la Leceta.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;03/05/2013;;;;;;;;;;;;;;;;;;;;;;
Burgos;Hocre: Sistema inteligente para gestión de recursos humanos con dispositivos móviles;BU-58-13;Registro de Propiedad intelectual;Francisco José Güemes Sevilla, Álvaro Herrero Cosío.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;03/05/2013;;;;;;;;;;;;;;;;;;;;;;
Burgos;Dispositivo de rehabilitacio´n de mano en garra y procedimiento de utilización del mismo.;P201300328;Patente;Justo Ruiz Calvo, Mónica Preciado Calzada, Mario Barriocanal Izquierdo, David Ruiz Diez, Alberto Martínez Martínez.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;11/04/2013;NO;SI;;;;Diseño de un dispositivo para mejora en el proceso de rehabilitación de las personas que adolecen trastorno de la mano, caracterizado por la flexión extrema de la falange media y distal, con hiperextensión de las articulaciones metacarpofalángicas, pudiendo haber muchas variaciones según los individuos.;mano, garra, trastorno;;ESPAÑA;SI;NO;NO;;;;;NO;NO;NO;;;NO LICENCIADA
Burgos;Procedimiento de obtención de morteros de yeso de construcción con fracciones de rechazo de piedra artificial tipo cuarzo triturado;P201300296;Patente;Ignacio Adán Ortega, Verónica Calderón Carpintero, Jesús Gadea Sáinz, Angel Rodríguez Sáiz, Sara Gutiérrez González, Carlos Junco Petrement, Lourdes Alameda Cuenca-Romero.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;27/03/2013;NO;SI;;;;Obtención de conglomerados de yeso y escayola con áridos procedente de fracciones de rechazo de la industria de la piedra artificial de tipo cuarzo, reciclada para su uso en la construcción, para obtener productos de construcción con prestaciones mejoradas respecto al material de referencia;cuarzo, construcción;;ESPAÑA;SI;NO;NO;;;;;NO;NO;NO;;;NO LICENCIADA
Burgos;Procedimiento de obtención de mortero elaborado con melamina reticulada;P201300297;Patente;Ángel Rodríguez Sáiz, Sara Gutiérrez González, Verónica Calderón Carpintero, Jesús Gadea Sáinz, Carlos Junco Petrement, Javier Garabito López, Lourdes Alameda Cuenca-Romero.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;27/03/2013;NO;SI;;;;Mortero de albañilería fabricado a partir de conglomerante, árido y agua con diferentes sustituciones de árido por melamina en polvo (urea-formaldehído o la melamina formaldehído);mortero, melanima;;ESPAÑA;SI;NO;NO;;;;;NO;NO;NO;;;NO LICENCIADA
Burgos;Dispostivo electródico para la detección de ácido glucónico, procedimiento de fabricación y uso de dicho dispositivo;P201300149;Patente;Lorena Del Torno de Román, María Asunción Alonso Lomillo, Olga Domínguez Renedo, Arrate Jaureguibeitia, Julia Arcos Martínez.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;11/02/2013;NO;SI;;;;La presente invención consiste en un dispositivo electródico para la detección de ácido glucónico, con tres electrodos, uno de referencia, otro de trabajo y otro auxiliar, obtenidos todos ellos por serigrafía, el área activa del electrodo de referencia incluye tinta de plata/cloruro de plata, la del contraelectrodo tinta de carbono y la del electrodo de trabajo con una tinta de carbono que incorpora tetratiafulvaleno (TTF) al 3%, sobre una lámina plástica de poliéster, modificándose el área activa del de trabajo con la enzima GADH utilizando un agente bifuncional en presencia de seroalbúmina bovina (BSA), así como su procedimiento de fabricación y su uso en la detección citada, de manera simple, con bajo coste y en relativo corto tiempo de análisis.;dispositivo, acido glucónico;;ESPAÑA;SI;NO;NO;;;;;SI;NO;NO;;; LICENCIADA
Burgos;Planta de Inertización de magnesio;P201300150;Patente;Justo Justo Ruiz, Victoria Blasco González, Rodrigo Pérez Ochoa, Vicente Ripollés Matallana, Raúl De Saja González.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;11/02/2013;NO;SI;;;;El objeto de la invención es el desarrollo de una planta industrial para la inertización de residuos de magnesio procedentes de procesos previos de las industrias del magnesio, para su posterior reutilización, que consta de una estructura portante (3), una tolva de almacenamiento (1) cuyo peso almacenado se controla con células de carga (2) y se muestra en display (5), se descarga el material por gravedad a la cuba mezcladora (7) a través de compuerta tajadera (6) con inyección de inertizante a través de aspersor (11) y cuyo proceso completo de inertizado es gobernado por autómata programable (4).;Inertización, magnesio;;ESPAÑA;SI;NO;NO;;;;;SI;NO;NO;;;LICENCIADA
Burgos;Sensor fluorogénico de humedad y de agua en disolventes orgánicos;P201201139;Patente;Jose Miguel Garcia Pérez, Félix Clemente García García, Maria Asunción Muñoz Santamaría, Miriam Trigo López, Jose Luis De la Peña Albillos, Saúl Vallejos Calzada, Felipe Serna Arenas, Pedro Antonio Estévez Bolívar, Saturnino Ibeas Cortés.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;16/11/2012;NO;SI;;;;La presente invención se relaciona con la preparación de nuevos monómeros vinílicos que actúan como sensores fluorogénicos de agua en disolventes orgánica o de humedad ambiental.;sensor fluorogénico;;ESPAÑA;SI;NO;NO;;;;;NO;NO;NO;;Industria Química;NO LICENCIADA
Burgos;Interfaz en Pantalla;BU-157-12;Registro de Propiedad intelectual;Ana Belén González González, Javier Garrido Iglesias, Raúl Marticorena Sánchez, Pedro Luis Sánchez Ortega.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;26/10/2012;;;;;; Teclado virtual, uso para discapacitados ;Teclado virtual;;;;;;;;;;SI;NO;NO;;Centros y asociaciones de personas con discapacidad, uso individual;
Burgos;Software de comunicación orientado a personas de tercera edad;BU-159-12;Registro de Propiedad intelectual;Alejandro Rubio Martinez, Carlos Arribas Aguilar, Pedro Luis Sanchez Ortega.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;26/10/2012;;;;;;Aplicación software para comunicación de redes sociales adaptadas a la consola Wii;Redes sociales, tercera edad;;;;;;;;;;SI;NO;NO;;;
Burgos;Aplicación para la gesión y control de dispositivos en vivienda inteligente;BU-158-12;Registro de Propiedad intelectual;Álvaro San Salvador Ibáñez, Álvaro Herrero Cosío, Jerónimo Javier Gonzalez Bernal.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;26/10/2012;;;;;;Aplicación móvil para control de dispositivos de una vivienda;Domótica, aplicación ;;;;;;;;;;SI;NO;NO;;Viviendas para personas con discapacidad;
Burgos;Capota retráctil para silla de ruedas motorizadas;P201201037;Patente;Justo Ruiz Calvo, Andrés Cristobal Aragón, Pablo Saez Heras, Alberto Martínez Martínez, Jesus Peláez Vara, Fco Javier Gomez Gil.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;18/10/2012;NO;SI;NO TIENE;NO;;Capota retráctil (1) para sillas de ruedas motorizadas que comprende una cubierta superior rígida compuesta por al menos tres casquetes toroidales (9, 10 y 11) que deslizan uno por el interior del siguiente, un eje motriz (2) que se conecta a un motor eléctrico solidario al cuerpo de la capota, dos cuadriláteros articulados de barras (3, 4, 5 y 6) a ambos lados de la capota, encargados de transmitir el movimiento de plegado y desplegado a la cubierta, de los casquetes toroidales y de unas placas laterales con forma de sector circular (20) que se abren y cierran de forma secuencial a ambos lados de la silla de ruedas, que ofrecen protección lateral al usuario.;silla de ruedas, protector;;ESPAÑA;SI;NO;NO;;;;;SI;NO;NO;;Área Salud;NO LICENCIADA
Burgos;Un compuesto de fórmula (I), composición farmaceútica, procedimietno destinado al tratamiento y/o profilaxis del cáncer;P201201039;Patente;Roberto Quesada Pato, Ricardo Pérez Tomás.;"UBU 60% 
UB 40%";"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;18/10/2012;NO;SI;NO TIENE;NO;;"Un compuesto de fórmula (I) para preparar un medicamento destinado al tratamiento y/o profilaxis del cáncer: leucemia, linfoma, mieloma, carcinoma, melanoma y sarcoma. El compuesto de fórmula (I) puede ser (E)-N-((5-(1H-indol-2-il)-3-metoxi-1H-pirrol-2-il)metileno))-dodecan-1-amina hidrocloruro, (E)-N-((5-(1H-indol-2-il)-3-metoxi-1H-pirrol-2-il)metileno))-1,2,3,4-tetrahidronaftalen-1-amina hidrocloruro o
((E)-N-((5-(1H-indol-2-il)-3-metoxi-1H-pirrol-2-il)metileno))-4-tert-butilanilina hidrocloruro.
";;;ESPAÑA;SI;NO;NO;;;;;SI;NO;NO;;Indrustria Farmacéutica;NO LICENCIADA
Burgos;INRCheck;BU-122-12;Registro de Propiedad intelectual;Guillermo Calvo Ortega, Esther Ibáñez González.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;27/09/2012;;;;;;Aplicación para móvil para control el índice INRCheck;Indice INR, control coagulación;;;;;;;;;;SI;NO;NO;;Hospitales, mutuas y centros de rehabilitación ;
Burgos;Edición compartida de partituras musicales bajo plataforma Android;BU-123-12;Registro de Propiedad intelectual;Jesús Neila González, Roberto Neila- Herrero Amigo, Raúl Marticorena Sánchez, Angel Arroyo Puente, Francisco Javier González Castro, Óscar Calvo Herrera.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;27/09/2012;;;;;;Aplicación móvil para edición de partituras musicales;Partituras, software;;;;;;;;;;SI;NO;NO;;Profesionales de la música;
Burgos;Procedimiento de obtención de hormigón estuctural pesado Anti-radiaciones;P201200761;Patente;Miguel Angel Vicente Cabrera, Dorys Carmen Gonzalez Cabrera.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;25/07/2012;NO;SI;NO TIENE;NO;;La presente invención tiene por objeto un hormigón estructural pesado anti-radiaciones, apto para su utilización como elemento estructural en recintos de contención de radiaciones.;hormigón baritado, antiradiaciones;;ESPAÑA;SI;NO;NO;;;;;SI;NO;NO;;Construcción ;NO LICENCIADA
Burgos;Dispositivo de salvamento para personas mediante descenso controlado en el aire y procedimiento de utilización del mismo;P201200639;Patente;Justo Ruiz Calvo, Ángel Jesús Calvo Pereda, Alberto Martínez Martínez, Jesus Peláez Vara, Francisco Javier Gómez Gil.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;12/06/2012;NO;SI;NO TIENE;NO;;"Dispositivo de salvamento para personas, por descenso a velocidad controlada en el aire y procedimiento de utilización del mismo, que consta de un elemento inflable con forma de campana, cuando se presuriza con gas nitrógeno procedente de la combustión de los cartuchos de azida sódica situados en el interior de la mochila.

";dispositivo salvamento, ;;ESPAÑA;SI;;NO;;;;;SI;NO;NO;;Ingeniería ;NO LICENCIADA
Burgos;Procedimiento para la reducción catalítica de sulfóxidos orgánicos;P201200455;Patente;Roberto Sanz Díez, Manuel Angel Fernández Rodriguez, Nuria García Bartolomé, Patricia García García, Francisco Javier Arnáiz García, Maria Remedios Pedrosa Sáez.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;03/05/2012;NO;SI;NO TIENE;NO;PENDIENTE;La presente invención se refiere al uso del glicerol como agente reductor para la reducción catalítica de compuestos orgánicos que incluyen un grupo funcional sulfóxido a compuestos tipo sulfuro que incluyen un grupo funcional tioéter en presencia de un catalizador de molibdeno (VI), en un disolvente orgánico o en un medio libre de disolventes orgánicos, bajo presión atmosférica y a una temperatura entre 170-200 ºC o, alternativamente, por irradiación en un horno microondas monomodo a una potencia máxima de 270 W y a una temperatura comprendida entre 220 ºC y 240 ºC;reducción, sulfóxidos, glicerol;;ESPAÑA;SI;NO;NO;;;no tiene;;SI;NO;NO;;Industria Química;NO LICENCIADA 
Burgos;Procedimiento de obtención de yeso de construcción con residuo de escorias blancas de horno cuchara;P201200092;Patente;Jesús Gadea Sáinz, Verónica Calderón Carpintero, Sara Gutierrez González, Angel Rodríguez Sáiz, Carlos Junco Petrement, Juan Manuel Manso Villalaín.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;02/02/2012;NO;SI;;NO;;"Yeso de construcción fabricado a partir de sulfato cálcico hemihidratado con diferentes sustituciones de yeso por escoria blanca de horno cuchara reciclada, obtenida como subproducto del proceso de afino de las coladas de hierro de la metalurgia primaria. 
La presente invención se basa en la obtención de un material con características apropiadas para su uso y aplicación en construcción, y permite la incorporación de aditivos que mejoran las prestaciones del producto obtenido, dependiendo del uso al que vaya a se destinado. 

";residuo, construcción, escorias horno cuchara;;ESPAÑA;SI;;;;;;;SI;NO;NO;;Ingeniería civil, construcción ;NO LICENCIADA
